sn2004s,0.01,0,14.183,0.042,0.973,0.026,0.035,0.025,12.07,53039.56,0.6,BVR,1
SDSS5350,0.175,0,20.323,0.063,0.913,0.031,-0.057,0.034,11.11,53657.95,0.27,gri,17
SDSS5635,0.179,0,20.923,0.042,1.011,0.039,0.002,0.032,9.55,53661.19,0.29,gri,17
SDSS2372,0.181,0,20.58,0.035,1.032,0.031,0.045,0.024,10.12,53635.99,0.24,gri,17
SDSS6936,0.181,0,20.575,0.031,1.003,0.032,-0.007,0.025,10.36,53679.67,0.25,gri,17
SDSS1580,0.183,0,20.291,0.044,1.099,0.025,-0.014,0.026,11.2,53633.19,0.19,gri,17
05D2ah,0.184,0.001,20.765,0.025,0.991,0.019,0.019,0.02,9.21,53381.94,0.12,gri,18
SDSS6422,0.184,0,20.274,0.028,1.08,0.023,-0.097,0.022,9.4,53667.1,0.24,gri,17
SDSS8213,0.185,0,21.133,0.041,0.923,0.033,0.179,0.032,10.34,53683.03,0.26,gri,17
SDSS5994,0.187,0,20.476,0.041,1.074,0.031,-0.041,0.026,11.56,53664.8,0.25,gri,17
SDSS6304,0.19,0,20.952,0.028,0.927,0.035,0.095,0.024,10.38,53672.33,0.24,gri,17
SDSS762,0.191,0,20.657,0.034,1.102,0.03,0.009,0.027,10.96,53624.22,0.3,gri,17
SDSS2440,0.193,0,20.653,0.035,1.051,0.031,-0.062,0.026,10.19,53633.94,0.32,gri,17
SDSS7335,0.198,0,21.265,0.042,0.781,0.048,0.067,0.033,11.37,53674.8,0.32,gri,17
SDSS6780,0.202,0,20.947,0.056,0.789,0.035,-0.004,0.035,11.17,53664.56,0.35,gri,17
SDSS7243,0.204,0,20.789,0.046,1.079,0.039,0.002,0.032,8.84,53685.28,0.28,gri,17
SDSS3331,0.206,0,21.089,0.044,0.95,0.031,0.076,0.03,10.59,53649.2,0.21,gri,17
04D1dc,0.211,0.001,21.084,0.026,0.856,0.024,0.023,0.021,10.64,53230.27,0.26,gri,18
SDSS7847,0.212,0,21.225,0.033,1.017,0.043,0.155,0.028,10.31,53681.27,0.29,gri,17
SDSS6933,0.213,0,20.832,0.03,0.995,0.027,0.002,0.025,8.98,53678.94,0.21,gri,17
SDSS8495,0.214,0,20.811,0.049,1.098,0.044,-0.001,0.033,10.73,53689.21,0.27,gri,17
SDSS1316,0.217,0,20.907,0.082,1.058,0.133,-0.073,0.039,9.65,53619.3,3.17,gri,17
SDSS9467,0.218,0,21.057,0.061,0.83,0.039,-0.118,0.049,11.82,53687.9,0.29,gri,17
05D3kx,0.219,0.001,20.867,0.025,1.069,0.013,-0.016,0.021,10.63,53533.17,0.11,griz,18
SDSS7512,0.219,0,21.104,0.044,1.055,0.039,0.027,0.03,9.89,53681.54,0.28,gri,17
SDSS5533,0.22,0,21.173,0.034,0.976,0.031,0.046,0.025,9.44,53666.46,0.28,gri,17
SDSS3452,0.23,0,20.799,0.038,1.092,0.025,-0.068,0.028,9.4,53647.6,0.23,gri,17
SDSS10449,0.244,0,20.995,0.048,1.109,0.08,0.039,0.037,9.55,53697.41,0.78,gri,17
SDSS3377,0.245,0,20.791,0.041,1.12,0.029,-0.06,0.029,8.91,53645.11,0.3,gri,17
05D3mq,0.246,0.001,21.521,0.032,0.912,0.027,0.034,0.025,10.72,53574.94,0.19,griz,18
SDSS3451,0.25,0,20.958,0.037,1.055,0.034,-0.038,0.029,10.82,53644.41,0.28,gri,17
06D3gn,0.25,0,21.892,0.028,0.949,0.015,0.16,0.023,10.59,53920.39,0.12,griz,18
SDSS3199,0.251,0,21.539,0.04,1.164,0.032,0.03,0.032,8.58,53646.22,0.3,gri,17
SDSS5717,0.252,0,21.355,0.034,1.175,0.031,-0.012,0.026,9.04,53663.34,0.26,gri,17
SDSS5736,0.253,0,21.421,0.035,0.949,0.03,0.011,0.026,8.74,53664.84,0.23,gri,17
SDSS9032,0.254,0,21.345,0.058,1.075,0.054,0.041,0.039,8.58,53688.06,0.37,gri,17
SDSS9457,0.257,0,21.453,0.069,0.978,0.064,0.022,0.049,10.86,53688.06,0.41,gri,17
SDSS1112,0.258,0,21.563,0.056,0.918,0.082,0.022,0.044,11.13,53629.35,0.6,gri,17
SDSS8046,0.259,0,21.633,0.044,1.049,0.047,0.077,0.038,11.2,53682.68,0.38,gri,17
SDSS6108,0.259,0,21.537,0.039,1.065,0.055,0.063,0.032,9.21,53674.34,0.48,gri,17
SDSS3241,0.259,0,21.01,0.053,1.057,0.041,-0.168,0.037,11.19,53645.94,0.31,gri,17
SDSS1253,0.262,0,21.23,0.048,0.871,0.044,-0.09,0.041,11.03,53633.37,0.43,gri,17
SDSS2017,0.262,0,21.286,0.053,1.148,0.046,-0.085,0.041,10.4,53635.05,0.41,gri,17
04D3ez,0.263,0.001,21.697,0.026,0.891,0.018,0.089,0.02,10.29,53114.87,0.15,griz,18
05D1hk,0.263,0,21.184,0.032,1.168,0.018,-0.006,0.022,8.93,53717.18,0.12,griz,18
SDSS2422,0.265,0,21.144,0.036,1.112,0.028,-0.156,0.031,9.01,53638.77,0.3,gri,17
SDSS2943,0.265,0,21.372,0.041,1.055,0.041,0.007,0.038,8.82,53639.66,0.47,gri,17
SDSS6315,0.267,0,20.919,0.044,0.971,0.039,-0.166,0.03,9.78,53675.88,0.32,gri,17
06D3fp,0.268,0.001,21.748,0.026,0.999,0.015,0.104,0.019,9.55,53904.5,0.14,griz,18
03D4cj,0.27,0.01,21.052,0.03,1.124,0.014,-0.063,0.02,12.07,52888.71,0.1,griz,18
SDSS6192,0.272,0,21.698,0.046,0.826,0.064,-0.018,0.038,9.61,53672.26,0.48,gri,17
SDSS5957,0.28,0,21.453,0.043,0.983,0.049,-0.089,0.033,10.23,53665.9,0.33,gri,17
06D3dt,0.282,0,22.168,0.027,0.986,0.026,0.117,0.019,9.59,53848.32,0.42,griz,18
03D4ag,0.285,0,21.277,0.032,1.111,0.017,-0.043,0.021,10.63,52829.98,0.15,griz,18
SDSS2165,0.288,0,21.604,0.043,1.063,0.048,-0.096,0.034,9.2,53633.45,0.42,gri,17
SDSS2789,0.29,0,21.576,0.056,0.901,0.051,-0.077,0.043,10.95,53635.31,0.43,gri,17
03D3ba,0.291,0,21.984,0.047,1.084,0.037,0.146,0.034,10.21,52748.58,0.64,gri,18
SDSS6249,0.294,0,21.821,0.045,1.086,0.056,0.064,0.035,9.6,53674.31,0.54,gri,17
SDSS10550,0.3,0,22.02,0.096,1.162,0.098,0.105,0.058,10.36,53689.87,0.75,gri,17
06D4dh,0.303,0,21.449,0.03,1.052,0.015,-0.126,0.02,9.38,53955.72,0.11,griz,18
SDSS11864,0.303,0,22.299,0.076,1.015,0.173,0.07,0.063,9.27,53700.78,1.03,gri,17
SDSS5966,0.31,0,21.798,0.069,1.02,0.076,0.002,0.05,10.72,53658.67,0.76,gri,17
SDSS6699,0.311,0,21.796,0.049,0.872,0.068,-0.126,0.04,10.73,53674.41,0.44,gri,17
SDSS5844,0.311,0,21.571,0.051,1.015,0.05,-0.099,0.033,9.33,53662.69,0.47,gri,17
SDSS6649,0.314,0,21.598,0.042,1.09,0.052,-0.057,0.037,8.39,53676.72,0.48,gri,17
SDSS7475,0.322,0,21.535,0.042,1.025,0.056,-0.123,0.033,8.95,53675.4,0.44,gri,17
05D2ab,0.323,0.001,22.001,0.03,0.987,0.021,-0.013,0.02,10.1,53380.26,0.18,griz,18
SDSS6924,0.328,0,21.633,0.042,1.076,0.067,-0.041,0.036,10.76,53673.36,0.54,gri,17
03D1fc,0.332,0.002,21.866,0.032,1.048,0.02,0.016,0.022,10.39,53001.55,0.13,griz,18
04D3kr,0.337,0,21.957,0.03,1.127,0.013,-0.004,0.021,9.29,53164.71,0.14,griz,18
SDSS2533,0.34,0,21.79,0.061,1.191,0.054,-0.04,0.043,9.38,53639.43,0.5,gri,17
04D3nh,0.34,0,22.142,0.029,1.059,0.015,0.009,0.02,9.36,53173.24,0.14,griz,18
03D1bp,0.347,0.001,22.421,0.034,0.88,0.014,0.002,0.024,10.82,52919.33,0.11,griz,18
04D2mc,0.348,0.001,22.58,0.04,0.845,0.017,0.142,0.028,10.96,53366.69,0.15,griz,18
05D2ie,0.348,0.001,22.249,0.034,0.988,0.02,-0.046,0.024,9.29,53479.84,0.16,griz,18
SDSS9207,0.35,0,22.062,0.074,1.126,0.079,0.022,0.049,10.73,53686.35,0.71,gri,17
05D2hc,0.35,0.01,22.693,0.03,0.931,0.022,0.057,0.022,10.98,53471.02,0.19,griz,18
05D2mp,0.354,0,22.417,0.038,1.138,0.026,0.058,0.024,8.66,53710.2,0.18,griz,18
03D3bl,0.355,0.001,22.951,0.032,1.002,0.033,0.241,0.026,10.83,52786.48,0.43,gri,18
04D2fs,0.357,0.002,22.437,0.031,1.01,0.017,0.081,0.023,8.39,53106.5,0.19,griz,18
04D3fk,0.358,0.001,22.537,0.03,0.96,0.013,0.11,0.021,10.19,53126,0.12,griz,18
04D1hd,0.369,0,22.166,0.029,1.071,0.011,-0.06,0.019,8.2,53267.02,0.11,griz,18
04D2cf,0.369,0.002,22.491,0.065,0.882,0.05,0.015,0.03,10.81,53075.61,1.86,griz,18
05D3jr,0.37,0.01,22.663,0.031,0.902,0.018,0.096,0.02,8.01,53493.27,0.35,griz,18
03D3ay,0.371,0,22.293,0.048,1.054,0.03,-0.018,0.036,10.2,52766.43,0.26,griz,18
05D4bm,0.372,0.001,22.22,0.031,1.02,0.012,-0.041,0.02,9.05,53566.91,0.1,griz,18
05D4fo,0.373,0.001,22.463,0.031,0.924,0.012,-0.022,0.02,8.38,53657.29,0.1,griz,18
05D4cw,0.375,0.001,22.145,0.031,0.911,0.014,-0.12,0.022,10.5,53579.23,0.19,griz,18
SDSS7779,0.381,0,21.943,0.043,1.124,0.05,-0.049,0.037,11.18,53674.38,0.46,gri,17
SDSS5737,0.393,0,22.439,0.065,1.27,0.101,0.144,0.053,9.52,53663.95,0.7,gri,17
SDSS8707,0.395,0,22.272,0.053,1.11,0.046,-0.088,0.041,9.53,53686.18,0.47,gri,17
05D4ff,0.402,0.001,22.615,0.034,0.932,0.016,0.028,0.022,10.54,53635.08,0.14,griz,18
06D3ed,0.404,0.001,22.615,0.03,0.963,0.012,-0.036,0.02,9.51,53874.92,0.19,griz,18
05D4dt,0.407,0.001,22.808,0.032,0.891,0.013,-0.023,0.021,10.43,53608.45,0.19,griz,18
06D4cq,0.411,0.001,22.562,0.031,1.04,0.013,-0.005,0.02,9.11,53946.55,0.14,griz,18
04D2fp,0.415,0.002,22.559,0.034,1.034,0.018,-0.012,0.025,10.23,53106.18,0.21,griz,18
05D2dw,0.417,0.001,22.488,0.034,1.125,0.022,0.021,0.022,8.81,53453.24,0.14,griz,18
05D3cf,0.419,0.001,22.965,0.033,0.97,0.025,0.045,0.025,9.61,53417.97,0.31,griz,18
04D4gg,0.424,0.001,22.753,0.047,1.131,0.017,0.124,0.023,10.06,53245.58,0.12,griz,18
05D2cb,0.427,0.001,23.407,0.037,1.1,0.023,0.193,0.026,9.53,53422,0.22,griz,18
04D1rh,0.435,0.001,22.582,0.035,1.085,0.026,-0.015,0.022,9.89,53349.55,0.29,griz,18
06D4co,0.437,0.001,22.521,0.031,0.96,0.013,-0.027,0.019,10.63,53939.14,0.23,griz,18
06D2gb,0.442,0.001,23.008,0.046,0.829,0.027,0.03,0.037,10.9,53871.49,0.33,griz,18
06D3df,0.442,0,22.685,0.031,1.122,0.024,0.021,0.02,10.46,53849.2,0.53,griz,18
03D3aw,0.449,0.001,22.654,0.048,1.066,0.033,-0.053,0.04,10.69,52766.16,0.31,griz,18
04D2gb,0.45,0.01,22.916,0.036,0.831,0.021,0.042,0.033,10.25,53107.51,0.25,griz,18
04D3gt,0.451,0.001,23.259,0.033,0.976,0.015,0.223,0.024,11.34,53136.78,0.18,griz,18
03D3cd,0.461,0.001,22.593,0.059,1.208,0.075,0.012,0.039,9.34,52800.38,0.27,gri,18
05D3lc,0.461,0.001,22.982,0.032,0.913,0.014,-0.021,0.021,10.78,53526.63,0.17,griz,18
03D4au,0.468,0.002,23.817,0.041,1.048,0.038,0.158,0.04,9.46,52814.8,0.58,griz,18
05D3mx,0.47,0.02,23.043,0.036,0.832,0.015,-0.057,0.031,10.79,53568.8,0.16,griz,18
04D4jr,0.47,0.01,22.642,0.033,1.16,0.018,-0.026,0.024,8.02,53297.4,0.15,griz,18
04D3df,0.47,0.01,23.521,0.034,0.787,0.017,0.108,0.028,12.07,53118.54,0.19,griz,18
04D4ju,0.472,0.001,23.771,0.035,1.045,0.027,0.184,0.032,9.24,53292.07,0.32,griz,18
05D2bv,0.474,0.001,22.719,0.035,0.989,0.02,-0.096,0.022,8.84,53403.01,0.17,griz,18
05D2ac,0.479,0.001,22.677,0.034,1.133,0.015,-0.012,0.022,11.15,53373.73,0.19,griz,18
05D3dd,0.48,0.01,22.941,0.036,0.985,0.024,-0.015,0.023,11.22,53454.4,0.15,griz,18
05D1ix,0.49,0.01,22.879,0.036,1.054,0.019,-0.034,0.023,7.47,53717.94,0.14,griz,18
03D1ax,0.496,0.001,22.992,0.035,0.925,0.013,-0.062,0.028,11.58,52914.8,0.13,griz,18
05D4af,0.499,0.001,23.108,0.038,1.01,0.033,-0.013,0.031,8.99,53535.92,0.43,griz,18
06D2bk,0.499,0.001,23.273,0.039,1.054,0.039,0.036,0.036,8.62,53772.79,0.42,griz,18
03D1au,0.504,0.001,23.012,0.035,1.137,0.02,0.017,0.028,9.52,52908.27,0.26,griz,18
05D4av,0.509,0.001,23.558,0.037,1.095,0.02,0.185,0.027,10.28,53552.17,0.29,griz,18
05D2dy,0.51,0.01,22.913,0.037,1.099,0.026,-0.1,0.028,7.74,53441.1,0.41,griz,18
04D2mj,0.513,0.001,23.783,0.04,1.154,0.025,0.171,0.031,9.55,53373.31,0.29,griz,18
04D1pg,0.515,0.002,23.57,0.041,1.092,0.024,0.119,0.033,9.81,53325.7,0.26,griz,18
05D3ci,0.515,0.001,23.564,0.069,1.166,0.049,0.16,0.04,10.01,53430.57,0.31,griz,18
04D4in,0.516,0.001,22.902,0.037,1.169,0.019,-0.034,0.025,9.1,53277.46,0.14,griz,18
06D3el,0.519,0.001,22.913,0.036,1.08,0.016,-0.082,0.024,9.55,53892.92,0.13,griz,18
04D2gc,0.522,0.001,23.327,0.038,1.133,0.027,0.037,0.034,9.33,53117.08,0.28,griz,18
06D2ca,0.531,0.001,23.301,0.045,1.099,0.052,0.06,0.032,9.81,53793.84,0.5,griz,18
06D2cc,0.532,0.001,23.468,0.05,0.944,0.04,0.089,0.046,10.87,53787.48,0.51,griz,18
05D2eb,0.534,0.001,23.006,0.045,1.113,0.036,-0.036,0.032,8.68,53450.77,0.28,griz,18
05D4ek,0.536,0.001,23.303,0.04,1.059,0.021,0.081,0.029,10.85,53634.95,0.22,griz,18
05D4be,0.537,0.001,22.916,0.037,1.1,0.017,-0.114,0.025,9.44,53549.79,0.19,griz,18
04D4bq,0.55,0.018,23.347,0.043,1.095,0.029,0.134,0.038,8.71,53192.69,0.3,griz,18
04D3hn,0.552,0,23.503,0.039,0.935,0.017,0.096,0.034,10.79,53136.13,0.2,griz,18
06D2ck,0.552,0.001,23.447,0.043,1.05,0.049,-0.002,0.037,11.19,53792.86,0.52,griz,18
06D4bo,0.552,0.001,23.231,0.051,1.098,0.026,-0.028,0.03,9.96,53917.42,0.39,griz,18
05D1ee,0.559,0.001,23.556,0.041,0.953,0.026,0.023,0.035,10.97,53659.84,0.22,griz,18
04D1hx,0.56,0.002,23.715,0.039,1.042,0.023,0.143,0.033,9.65,53258.95,0.31,griz,18
05D1kl,0.56,0.001,24.154,0.048,1.075,0.036,0.164,0.042,8.43,53741.96,0.42,griz,18
05D1cc,0.563,0.001,23.496,0.041,0.981,0.021,-0.005,0.029,9.32,53606.68,0.24,griz,18
05D1dn,0.566,0.001,23.317,0.04,1.129,0.025,0.018,0.037,10.23,53648.35,0.31,griz,18
03D4gl,0.571,0.001,23.314,0.076,1.238,0.572,0.039,0.063,9.32,52952.65,0.47,griz,18
05D2dt,0.574,0.004,23.656,0.047,1.024,0.043,0.045,0.039,10.24,53449.73,0.34,griz,18
06D3et,0.576,0.002,23.512,0.041,0.861,0.018,-0.039,0.034,10.77,53893.17,0.16,griz,18
05D3jq,0.579,0,23.322,0.038,1.161,0.025,0.035,0.026,8.83,53499.61,0.33,griz,18
05D3gp,0.58,0.01,23.521,0.059,0.946,0.057,-0.054,0.05,9.02,53454.18,0.39,griz,18
03D4gf,0.58,0.01,23.336,0.04,1.095,0.036,0.01,0.04,7.64,52935.43,0.49,griz,18
05D1dx,0.58,0.01,23.304,0.039,1.078,0.017,-0.027,0.029,9.42,53665.51,0.18,griz,18
03D1aw,0.582,0.005,23.584,0.042,1.098,0.033,0.001,0.04,9.17,52901.33,0.38,griz,18
04D1jg,0.584,0.001,23.272,0.041,1.028,0.021,-0.079,0.037,11.34,53272.65,0.22,griz,18
04D1kj,0.585,0.001,23.345,0.043,1.034,0.019,-0.052,0.029,9.93,53296.47,0.19,griz,18
05D4ej,0.585,0.001,23.746,0.045,1.034,0.023,0.02,0.034,10.13,53626.85,0.2,griz,18
04D1sa,0.585,0.001,23.559,0.045,0.94,0.033,-0.064,0.039,10.62,53359.47,0.31,griz,18
05D1hm,0.587,0.001,24.102,0.05,1.126,0.034,0.155,0.04,9.85,53694.83,0.45,griz,18
05D4bf,0.589,0.001,23.627,0.044,1.029,0.03,0.018,0.041,10.23,53550.08,0.39,griz,18
04D2mh,0.59,0.01,23.403,0.042,1.163,0.022,0.041,0.031,9.1,53375.08,0.26,griz,18
